accid,gene,uniprot_id,gene_synonym,gene_orfname,reviewed
A1A4S6,ARHGAP10,RHG10_HUMAN,GRAF2,none,Y
A1A4V9,CCDC189,CC189_HUMAN,C16orf93,none,Y
A1A4Y4,IRGM,IRGM_HUMAN,IRGM1,none,Y
A1A4Y4,IRGM,IRGM_HUMAN,LRG47,none,Y
A1A4Y4,IRGM,IRGM_HUMAN,IFI1,none,Y
A1A519,FAM170A,F170A_HUMAN,ZNFD,none,Y
A1A580,KRTAP23-1,KR231_HUMAN,KAP23.1,none,Y
A1A5B4,ANO9,ANO9_HUMAN,PIG5,none,Y
A1A5B4,ANO9,ANO9_HUMAN,TP53I5,none,Y
A1A5B4,ANO9,ANO9_HUMAN,TMEM16J,none,Y
A1A5C7,SLC22A23,S22AN_HUMAN,C6orf85,none,Y
A1A5D9,BICDL2,BICL2_HUMAN,CCDC64B,none,Y
A1A5D9,BICDL2,BICL2_HUMAN,BICDR2,none,Y
A1E959,ODAM,ODAM_HUMAN,APIN,none,Y
A1IGU5,ARHGEF37,ARH37_HUMAN,none,none,Y
A1KXE4,FAM168B,F168B_HUMAN,KIAA0280L,none,Y
A1KXE4,FAM168B,F168B_HUMAN,MANI,none,Y
A1KZ92,PXDNL,PXDNL_HUMAN,VPO2,none,Y
A1L020,MEX3A,MEX3A_HUMAN,RKHD4,none,Y
A1L0T0,ILVBL,ILVBL_HUMAN,AHAS,none,Y
A1L157,TSPAN11,TSN11_HUMAN,none,none,Y
A1L162,ERICH2,ERIC2_HUMAN,none,none,Y
A1L167,UBE2QL1,U2QL1_HUMAN,none,none,Y
A1L168,C20orf202,CT202_HUMAN,none,none,Y
A1L170,C1orf226,CA226_HUMAN,none,none,Y
A1L188,NDUFAF8,NDUF8_HUMAN,C17orf89,none,Y
A1L190,SYCE3,SYCE3_HUMAN,THEG2,none,Y
A1L190,SYCE3,SYCE3_HUMAN,C22orf41,none,Y
A1L1A6,IGSF23,IGS23_HUMAN,none,none,Y
A1L390,PLEKHG3,PKHG3_HUMAN,KIAA0599,none,Y
A1L3X0,ELOVL7,ELOV7_HUMAN,none,none,Y
A1L3X4,MT1DP,MT1DP_HUMAN,MTM,none,Y
A1L429,GAGE12B,GG12C_HUMAN,none,none,Y
A1L429,GAGE12C,GG12C_HUMAN,none,none,Y
A1L429,GAGE12D,GG12C_HUMAN,none,none,Y
A1L429,GAGE12E,GG12C_HUMAN,none,none,Y
A1L443,NUTM2F,NTM2F_HUMAN,FAM22F,none,Y
A1L453,PRSS38,PRS38_HUMAN,MPN2,none,Y
A1L4H1,SSC5D,SRCRL_HUMAN,none,none,Y
A1L4K1,FSD2,FSD2_HUMAN,SPRYD1,none,Y
A1L4L8,PLAC8L1,PL8L1_HUMAN,none,none,Y
A1X283,SH3PXD2B,SPD2B_HUMAN,TKS4,none,Y
A1X283,SH3PXD2B,SPD2B_HUMAN,KIAA1295,none,Y
A1X283,SH3PXD2B,SPD2B_HUMAN,FAD49,none,Y
A1XBS5,FAM92A,FA92A_HUMAN,FAM92A1,none,Y
A1YPR0,ZBTB7C,ZBT7C_HUMAN,APM1,none,Y
A1YPR0,ZBTB7C,ZBT7C_HUMAN,ZBTB36,none,Y
A1YPR0,ZBTB7C,ZBT7C_HUMAN,ZNF857C,none,Y
A1Z1Q3,MACROD2,MACD2_HUMAN,C20orf133,none,Y
A2A288,ZC3H12D,ZC12D_HUMAN,C6orf95,none,Y
A2A288,ZC3H12D,ZC12D_HUMAN,TFL,none,Y
A2A288,ZC3H12D,ZC12D_HUMAN,MCPIP4,none,Y
A2A2V5,SERTM1,SRTM1_HUMAN,C13orf36,none,Y
A2A2Y4,FRMD3,FRMD3_HUMAN,EPB41L4O,none,Y
A2A2Z9,ANKRD18B,AN18B_HUMAN,none,none,Y
A2A368,MAGEB16,MAGBG_HUMAN,none,none,Y
A2A3K4,PTPDC1,PTPC1_HUMAN,PTP9Q22,none,Y
A2A3L6,TTC24,TTC24_HUMAN,none,none,Y
A2A3N6,PIPSL,PIPSL_HUMAN,PSMD4P2,none,Y
A2AJT9,BCLAF3,BCLA3_HUMAN,CXorf23,none,Y
A2CJ06,DYTN,DYTN_HUMAN,none,none,Y
A2IDD5,CCDC78,CCD78_HUMAN,C16orf25,JFP10,Y
A2NJV5,IGKV2-29,KV229_HUMAN,none,none,Y
A2PYH4,HFM1,HFM1_HUMAN,SEC3D1,none,Y
A2RRD8,ZNF320,ZN320_HUMAN,none,none,Y
A2RRH5,WDR27,WDR27_HUMAN,none,none,Y
A2RRL7,TMEM213,TM213_HUMAN,none,none,Y
A2RRP1,NBAS,NBAS_HUMAN,NAG,none,Y
A2RTX5,TARSL2,SYTC2_HUMAN,none,none,Y
A2RTY3,HEATR9,HEAT9_HUMAN,C17orf66,none,Y
A2RU14,TMEM218,TM218_HUMAN,none,none,Y
A2RU30,TESPA1,TESP1_HUMAN,KIAA0748,HSPC257,Y
A2RU37,C9orf170,CI170_HUMAN,none,none,Y
A2RU48,SMCO3,SMCO3_HUMAN,C12orf69,none,Y
A2RU49,HYKK,HYKK_HUMAN,AGPHD1,none,Y
A2RU54,HMX2,HMX2_HUMAN,none,none,Y
A2RU67,FAM234B,F234B_HUMAN,KIAA1467,none,Y
A2RUB1,MEIOC,MEIOC_HUMAN,C17orf104,none,Y
A2RUB6,CCDC66,CCD66_HUMAN,none,none,Y
A2RUC4,TYW5,TYW5_HUMAN,C2orf60,none,Y
A2RUG3,XKRY2,XKRY2_HUMAN,none,none,Y
A2RUH7,MYBPHL,MBPHL_HUMAN,none,none,Y
A2RUQ5,C17orf102,CQ102_HUMAN,none,none,Y
A2RUR9,CCDC144A,C144A_HUMAN,KIAA0565,none,Y
A2RUS2,DENND3,DEND3_HUMAN,KIAA0870,none,Y
A2RUT3,TMEM89,TMM89_HUMAN,none,none,Y
A2RUU4,CLPSL1,COLL1_HUMAN,C6orf127,none,Y
A2VCK2,DCDC2B,DCD2B_HUMAN,none,none,Y
A2VDF0,FUOM,FUCM_HUMAN,C10orf125,none,Y
A2VDJ0,TMEM131L,T131L_HUMAN,KIAA0922,none,Y
A2VEC9,SSPO,SSPO_HUMAN,KIAA2036,none,Y
A3KFT3,OR2M5,OR2M5_HUMAN,OR2M5P,none,Y
A3KMH1,VWA8,VWA8_HUMAN,KIAA0564,none,Y
A3KN83,SBNO1,SBNO1_HUMAN,MOP3,none,Y
A3QJZ6,PRAMEF22,PRA22_HUMAN,none,none,Y
A3QJZ7,PRAMEF27,PRA27_HUMAN,none,none,Y
A4D0S4,LAMB4,LAMB4_HUMAN,none,none,Y
A4D0T2,C7orf66,CG066_HUMAN,none,none,Y
A4D0T7,SMIM30,SIM30_HUMAN,none,none,Y
A4D0V7,CPED1,CPED1_HUMAN,C7orf58,UNQ9432/PRO34713,Y
A4D0Y5,C7orf77,CG077_HUMAN,none,none,Y
A4D126,CRPPA,ISPD_HUMAN,ISPD,none,Y
A4D161,FAM221A,F221A_HUMAN,C7orf46,none,Y
A4D1B5,GSAP,GSAP_HUMAN,PION,none,Y
A4D1E1,ZNF804B,Z804B_HUMAN,none,none,Y
A4D1E9,GTPBP10,GTPBA_HUMAN,OBGH2,UG0751c10,Y
A4D1F6,LRRD1,LRRD1_HUMAN,none,none,Y
A4D1P6,WDR91,WDR91_HUMAN,none,HSPC049,Y
A4D1S0,KLRG2,KLRG2_HUMAN,CLEC15B,none,Y
A4D1S5,RAB19,RAB19_HUMAN,RAB19B,none,Y
A4D1T9,PRSS37,PRS37_HUMAN,TRYX2,none,Y
A4D1U4,DENND11,DEN11_HUMAN,LCHN,none,Y
A4D1U4,DENND11,DEN11_HUMAN,KIAA1147,none,Y
A4D1Z8,GRIFIN,GRIFN_HUMAN,none,none,Y
A4D250,BLACE,BLACE_HUMAN,none,none,Y
A4D256,CDC14C,CC14C_HUMAN,CDC14B2,none,Y
A4D256,CDC14C,CC14C_HUMAN,CDC14Bretro,none,Y
A4D263,SPATA48,SPT48_HUMAN,C7orf72,none,Y
A4D2B0,MBLAC1,MBLC1_HUMAN,none,none,Y
A4D2B8,PMS2P1,PM2P1_HUMAN,PMSR2,none,Y
A4D2B8,PMS2P1,PM2P1_HUMAN,PMS3,none,Y
A4D2B8,PMS2P1,PM2P1_HUMAN,PMS2L6,none,Y
A4D2B8,PMS2P1,PM2P1_HUMAN,PMS8,none,Y
A4D2B8,PMS2P1,PM2P1_HUMAN,PMS2L13,none,Y
A4D2B8,PMS2P1,PM2P1_HUMAN,PMS2L1,none,Y
A4D2B8,PMS2P1,PM2P1_HUMAN,PMS2L8,none,Y
A4D2G3,OR2A25,O2A25_HUMAN,OR2A25P,none,Y
A4D2G3,OR2A25,O2A25_HUMAN,OR2A27,none,Y
A4D2H0,CTAGE15,CTGEF_HUMAN,CTAGE15P,none,Y
A4D2P6,GRID2IP,GRD2I_HUMAN,none,none,Y
A4FU01,MTMR11,MTMRB_HUMAN,none,none,Y
A4FU28,CTAGE9,CTGE9_HUMAN,none,none,Y
A4FU49,SH3D21,SH321_HUMAN,C1orf113,none,Y
A4FU69,EFCAB5,EFCB5_HUMAN,none,none,Y
A4GXA9,EME2,EME2_HUMAN,none,none,Y
A4IF30,SLC35F4,S35F4_HUMAN,C14orf36,none,Y
A4QMS7,C5orf49,CE049_HUMAN,none,none,Y
A4QN01,LINC01553,CJ040_HUMAN,C10orf40,none,Y
A4QPB2,LRP5L,LRP5L_HUMAN,none,none,Y
A4QPH2,PI4KAP2,PI4P2_HUMAN,none,none,Y
A4UGR9,XIRP2,XIRP2_HUMAN,CMYA3,none,Y
A5A3E0,POTEF,POTEF_HUMAN,A26C1B,none,Y
A5D6W6,FITM1,FITM1_HUMAN,FIT1,none,Y
A5D8T8,CLEC18A,CL18A_HUMAN,MRLP2,none,Y
A5D8V6,VPS37C,VP37C_HUMAN,PML39,none,Y
A5D8V7,CCDC151,CC151_HUMAN,none,none,Y
A5D8W1,CFAP69,CFA69_HUMAN,C7orf63,none,Y
A5LHX3,PSMB11,PSB11_HUMAN,none,none,Y
A5PKW4,PSD,PSD1_HUMAN,TYL,none,Y
A5PKW4,PSD,PSD1_HUMAN,PSD1,none,Y
A5PKW4,PSD,PSD1_HUMAN,EFA6A,none,Y
A5PKW4,PSD,PSD1_HUMAN,EFA6,none,Y
A5PKW4,PSD,PSD1_HUMAN,KIAA2011,none,Y
A5PL33,KRBA1,KRBA1_HUMAN,KIAA1862,none,Y
A5PLK6,RGSL1,RGSL_HUMAN,RGSL2,none,Y
A5PLK6,RGSL1,RGSL_HUMAN,RGSL,none,Y
A5PLL1,ANKRD34B,AN34B_HUMAN,none,none,Y
A5PLL7,TMEM189,TM189_HUMAN,KUA,none,Y
A5PLN7,FAM149A,F149A_HUMAN,none,MST119,Y
A5PLN9,TRAPPC13,TPC13_HUMAN,C5orf44,none,Y
A5X5Y0,HTR3E,5HT3E_HUMAN,none,none,Y
A5YKK6,CNOT1,CNOT1_HUMAN,KIAA1007,AD-005,Y
A5YKK6,CNOT1,CNOT1_HUMAN,CDC39,AD-005,Y
A5YKK6,CNOT1,CNOT1_HUMAN,NOT1,AD-005,Y
A5YM69,ARHGEF35,ARG35_HUMAN,ARHGEF5L,none,Y
A5YM72,CARNS1,CRNS1_HUMAN,ATPGD1,none,Y
A5YM72,CARNS1,CRNS1_HUMAN,KIAA1394,none,Y
A6BM72,MEGF11,MEG11_HUMAN,KIAA1781,UNQ1949/PRO4432,Y
A6H8M9,CDHR4,CDHR4_HUMAN,CDH29,UNQ9392/PRO34300,Y
A6H8Y1,BDP1,BDP1_HUMAN,KIAA1689,none,Y
A6H8Y1,BDP1,BDP1_HUMAN,TFNR,none,Y
A6H8Y1,BDP1,BDP1_HUMAN,KIAA1241,none,Y
A6H8Z2,FAM221B,F221B_HUMAN,C9orf128,none,Y
A6NC05,C5orf63,YD286_HUMAN,none,none,Y
A6NC42,DPPA5,DPPA5_HUMAN,ESG1,none,Y
A6NC51,TMEM150B,T150B_HUMAN,TMEM224,none,Y
A6NC57,ANKRD62,ANR62_HUMAN,none,none,Y
A6NC62,RBAKDN,RAKDN_HUMAN,none,none,Y
A6NC78,GOLGA8IP,GOG8I_HUMAN,GOLGA8I,none,Y
A6NC78,GOLGA8IP,GOG8I_HUMAN,GOLGA9P,none,Y
A6NC86,PINLYP,PINLY_HUMAN,none,none,Y
A6NC97,FAM172BP,F172B_HUMAN,FAM172B,none,Y
A6NC98,CCDC88B,CC88B_HUMAN,BRLZ,none,Y
A6NCC3,GOLGA8O,GOG8O_HUMAN,none,none,Y
A6NCE7,MAP1LC3B2,MP3B2_HUMAN,none,none,Y
A6NCF5,KLHL33,KLH33_HUMAN,none,none,Y
A6NCF6,MAGEA13P,MA13P_HUMAN,none,none,Y
A6NCI4,VWA3A,VWA3A_HUMAN,none,none,Y
A6NCI5,LINC00862,SIM16_HUMAN,SMIM16,none,Y
A6NCI5,LINC00862,SIM16_HUMAN,C1orf98,none,Y
A6NCI8,C2orf78,CB078_HUMAN,none,none,Y
A6NCJ1,C19orf71,CS071_HUMAN,none,none,Y
A6NCK2,TRIM43B,TR43B_HUMAN,none,none,Y
A6NCL1,GMNC,GEMC1_HUMAN,GEMC1,none,Y
A6NCL2,LRCOL1,LRCL1_HUMAN,none,none,Y
A6NCL7,ANKRD33B,AN33B_HUMAN,none,none,Y
A6NCM1,IQCA1L,IQCAL_HUMAN,IQCA1P1,none,Y
A6NCN2,KRT87P,KR87P_HUMAN,KRTHBP4,none,Y
A6NCN2,KRT87P,KR87P_HUMAN,KRT121P,none,Y
A6NCN8,TEX52,TEX52_HUMAN,none,none,Y
A6NCQ9,RNF222,RN222_HUMAN,none,none,Y
A6NCS4,NKX2-6,NKX26_HUMAN,NKX2F,none,Y
A6NCS6,C2orf72,CB072_HUMAN,none,none,Y
A6NCV1,OR6C74,O6C74_HUMAN,none,none,Y
A6NCW0,USP17L3,U17L3_HUMAN,USP17F,none,Y
A6NCW0,USP17L3,U17L3_HUMAN,USP17B,none,Y
A6NCW7,USP17L4,U17L4_HUMAN,none,none,Y
A6ND01,IZUMO1R,JUNO_HUMAN,FOLR4,none,Y
A6ND01,IZUMO1R,JUNO_HUMAN,JUNO,none,Y
A6ND36,FAM83G,FA83G_HUMAN,PAWS1,none,Y
A6ND48,OR14I1,O14I1_HUMAN,OR5BU1P,none,Y
A6ND48,OR14I1,O14I1_HUMAN,OR5BU1,none,Y
A6ND91,ASPDH,ASPD_HUMAN,none,none,Y
A6NDA9,LRIT2,LRIT2_HUMAN,LRRC22,none,Y
A6NDB9,PALM3,PALM3_HUMAN,none,none,Y
A6NDD5,SYNDIG1L,SYN1L_HUMAN,TMEM90A,none,Y
A6NDE4,RBMY1B,RBY1B_HUMAN,none,none,Y
A6NDE8,GAGE12H,GG12H_HUMAN,none,none,Y
A6NDG6,PGP,PGP_HUMAN,none,none,Y
A6NDH6,OR5H15,O5H15_HUMAN,none,none,Y
A6NDI0,TRIM49B,TR49B_HUMAN,RNF18B,none,Y
A6NDK9,GOLGA6C,GOG6C_HUMAN,none,none,Y
A6NDL7,METTL21EP,MT21E_HUMAN,METTL21CP1,none,Y
A6NDL8,OR6C68,O6C68_HUMAN,none,none,Y
A6NDN3,GOLGA6B,GOG6B_HUMAN,GOLGA,none,Y
A6NDP7,MYADML2,MADL2_HUMAN,none,none,Y
A6NDR6,MEIS3P1,ME3L1_HUMAN,none,none,Y
A6NDS4,TBC1D3B,TBC3B_HUMAN,TBC1D3I,none,Y
A6NDU8,C5orf51,CE051_HUMAN,none,none,Y
A6NDV4,TMEM8B,TMM8B_HUMAN,NGX6,none,Y
A6NDV4,TMEM8B,TMM8B_HUMAN,C9orf127,none,Y
A6NDX5,ZNF840P,ZN840_HUMAN,ZNF840,none,Y
A6NDX5,ZNF840P,ZN840_HUMAN,C20orf157,none,Y
A6NDY0,PABPN1L,EPAB2_HUMAN,PABPNL1,none,Y
A6NDY0,PABPN1L,EPAB2_HUMAN,EPABP2,none,Y
A6NDY2,FAM90A10P,F90AA_HUMAN,FAM90A10,none,Y
A6NDZ8,MBD3L4,MB3L4_HUMAN,none,none,Y
A6NE01,FAM186A,F186A_HUMAN,none,none,Y
A6NE02,BTBD17,BTBDH_HUMAN,none,none,Y
A6NE21,FAM90A18P,F90AI_HUMAN,FAM90A18,none,Y
A6NE21,FAM90A18P,F90AI_HUMAN,FAM90A19,none,Y
A6NE21,FAM90A19P,F90AI_HUMAN,FAM90A18,none,Y
A6NE21,FAM90A19P,F90AI_HUMAN,FAM90A19,none,Y
A6NE52,WDR97,WDR97_HUMAN,KIAA1875,none,Y
A6NE82,MBD3L3,MB3L3_HUMAN,none,none,Y
A6NEC2,NPEPPSL1,PSAL_HUMAN,none,none,Y
A6NED2,RCCD1,RCCD1_HUMAN,none,none,Y
A6NEE1,PLEKHD1,PLHD1_HUMAN,none,none,Y
A6NEF3,GOLGA6L4,GG6L4_HUMAN,none,none,Y
A6NEH6,TMEM247,TM247_HUMAN,none,none,Y
A6NEH8,ZNF503-AS2,ZNAS2_HUMAN,NCRNA00245,none,Y
A6NEH8,ZNF503-AS2,ZNAS2_HUMAN,C10orf41,none,Y
A6NEK1,ARRDC5,ARRD5_HUMAN,none,none,Y
A6NEL2,SOWAHB,SWAHB_HUMAN,ANKRD56,none,Y
A6NEL3,FAM86C2P,F86C2_HUMAN,none,none,Y
A6NEM1,GOLGA6L9,GG6L9_HUMAN,GOLGA6L20,none,Y
A6NEN9,CXorf65,CX065_HUMAN,none,none,Y
A6NEQ0,RBMY1E,RBY1E_HUMAN,none,none,Y
A6NEQ2,FAM181B,F181B_HUMAN,none,none,Y
A6NER0,TBC1D3F,TBC3F_HUMAN,TBC1D3E,none,Y
A6NER3,GAGE12J,GG12J_HUMAN,none,none,Y
A6NES4,MROH2A,MRO2A_HUMAN,HEATR7B1,none,Y
A6NET4,OR5K3,OR5K3_HUMAN,none,none,Y
A6NEV1,PRR23A,PR23A_HUMAN,none,none,Y
A6NEW6,FAM90A16P,F90AG_HUMAN,FAM90A16,none,Y
A6NEW6,FAM90A17P,F90AG_HUMAN,FAM90A17,none,Y
A6NEW6,FAM90A17P,F90AG_HUMAN,FAM90A16,none,Y
A6NEW6,FAM90A16P,F90AG_HUMAN,FAM90A17,none,Y
A6NEY3,GOLGA6L3,GG6L3_HUMAN,none,none,Y
A6NEY8,PRORSD1P,PRXD1_HUMAN,PRDXDD1P,none,Y
A6NEY8,PRORSD1P,PRXD1_HUMAN,NCRNA00117,none,Y
A6NF01,POM121B,P121B_HUMAN,none,none,Y
A6NF34,ANTXRL,ANTRL_HUMAN,none,none,Y
A6NF36,CCDC182,CC182_HUMAN,none,none,Y
A6NF83,NUPR2,NUPR2_HUMAN,NUPR1L,none,Y
A6NF89,OR6C6,OR6C6_HUMAN,none,none,Y
A6NFA0,FAM205C,F205C_HUMAN,FAM205CP,none,Y
A6NFA1,TRABD2B,TIKI2_HUMAN,TIKI2,none,Y
A6NFA1,TRABD2B,TIKI2_HUMAN,HKAT,none,Y
A6NFC5,TMEM235,TM235_HUMAN,none,none,Y
A6NFC9,OR2W5,OR2W5_HUMAN,OR2W5P,none,Y
A6NFD8,HELT,HELT_HUMAN,none,none,Y
A6NFE2,SMCO2,SMCO2_HUMAN,C12orf70,none,Y
A6NFE3,EFCAB10,EFC10_HUMAN,none,none,Y
A6NFF2,NAP1L6P,NP1L6_HUMAN,NAP1L6,none,Y
A6NFH5,FABP12,FBP12_HUMAN,none,none,Y
A6NFI3,ZNF316,ZN316_HUMAN,none,none,Y
A6NFK2,GRXCR2,GRCR2_HUMAN,none,none,Y
A6NFN3,RBFOX3,RFOX3_HUMAN,none,none,Y
A6NFN9,ANKUB1,ANKUB_HUMAN,C3orf16,none,Y
A6NFQ2,TCAF2,TCAF2_HUMAN,FAM115C,none,Y
A6NFQ2,TCAF2,TCAF2_HUMAN,FAM139A,none,Y
A6NFQ7,DPRX,DPRX_HUMAN,none,none,Y
A6NFR6,C5orf60,CE060_HUMAN,none,none,Y
A6NFT4,CFAP73,CFA73_HUMAN,CCDC42B,none,Y
A6NFU0,FAM187A,F187A_HUMAN,none,none,Y
A6NFU8,PGPEP1L,PGPIL_HUMAN,none,none,Y
A6NFX1,MFSD2B,MFS2B_HUMAN,none,none,Y
A6NFY4,NEMP2,NEMP2_HUMAN,TMEM194B,none,Y
A6NFY7,SDHAF1,SDHF1_HUMAN,LYRM8,none,Y
A6NFZ4,FAM24A,FA24A_HUMAN,none,none,Y
A6NG13,MGAT4D,MGT4D_HUMAN,none,none,Y
A6NGA9,TMEM202,TM202_HUMAN,none,none,Y
A6NGB0,TMEM191C,T191C_HUMAN,none,none,Y
A6NGB7,TMEM221,TM221_HUMAN,none,none,Y
A6NGB9,WIPF3,WIPF3_HUMAN,CR16,none,Y
A6NGC4,TLCD2,TLCD2_HUMAN,none,none,Y
A6NGD5,ZSCAN5C,ZSA5C_HUMAN,ZSCAN5CP,none,Y
A6NGE4,DCAF8L1,DC8L1_HUMAN,WDR42B,none,Y
A6NGE7,URAD,URAD_HUMAN,PRHOXNB,none,Y
A6NGG3,C9orf92,CI092_HUMAN,none,none,Y
A6NGG8,PCARE,PCARE_HUMAN,C2orf71,none,Y
A6NGH7,CCDC160,CC160_HUMAN,none,none,Y
A6NGH8,ANKRD61,ANR61_HUMAN,none,none,Y
A6NGJ6,TRIM64,TRI64_HUMAN,C11orf28,none,Y
A6NGK3,GAGE10,GAG10_HUMAN,none,none,Y
A6NGN4,PRAMEF25,PRA25_HUMAN,none,none,Y
A6NGN9,IGLON5,IGLO5_HUMAN,none,none,Y
A6NGQ2,OOEP,OOEP_HUMAN,KHDC2,none,Y
A6NGQ2,OOEP,OOEP_HUMAN,C6orf156,none,Y
A6NGQ2,OOEP,OOEP_HUMAN,OEP19,none,Y
A6NGR9,MROH6,MROH6_HUMAN,C8orf73,none,Y
A6NGS2,ERICH4,ERIC4_HUMAN,C19orf69,none,Y
A6NGU5,GGT3P,GGT3_HUMAN,GGT3,none,Y
A6NGU7,LINC01546,CX028_HUMAN,CXorf28,none,Y
A6NGW2,STRCP1,STRCL_HUMAN,STRCP,none,Y
A6NGY1,FRG2C,FRG2C_HUMAN,none,none,Y
A6NGY3,C5orf52,CE052_HUMAN,none,none,Y
A6NGY5,OR51F1,O51F1_HUMAN,OR51F1P,none,Y
A6NGZ8,SMIM9,SMIM9_HUMAN,CXorf68,none,Y
A6NH00,OR2T8,OR2T8_HUMAN,OR2T8P,none,Y
A6NH11,GLTPD2,GLTD2_HUMAN,none,none,Y
A6NH13,DNAJC9-AS1,DAS1_HUMAN,C10orf103,none,Y
A6NH21,SERINC4,SERC4_HUMAN,none,none,Y
A6NH52,TVP23A,TV23A_HUMAN,FAM18A,none,Y
A6NH57,ARL5C,ARL5C_HUMAN,ARL12,none,Y
A6NHA9,OR4C46,O4C46_HUMAN,none,none,Y
A6NHC0,CAPN8,CAN8_HUMAN,NCL2,none,Y
A6NHG4,DDTL,DDTL_HUMAN,none,none,Y
A6NHG9,OR5H14,O5H14_HUMAN,none,none,Y
A6NHJ4,ZNF860,ZN860_HUMAN,none,none,Y
A6NHL2,TUBAL3,TBAL3_HUMAN,none,none,Y
A6NHM9,MOXD2P,MOXD2_HUMAN,MOXD2,none,Y
A6NHN0,OTOL1,OTOL1_HUMAN,none,none,Y
A6NHN6,NPIPB15,NPB15_HUMAN,NPIPL2,none,Y
A6NHP3,SPDYE2B,SPE2B_HUMAN,none,none,Y
A6NHQ2,FBLL1,FBLL1_HUMAN,none,none,Y
A6NHQ4,EPOP,EPOP_HUMAN,C17orf96,none,Y
A6NHQ4,EPOP,EPOP_HUMAN,PRR28,none,Y
A6NHR8,FAM47DP,FA47D_HUMAN,none,none,Y
A6NHR9,SMCHD1,SMHD1_HUMAN,KIAA0650,none,Y
A6NHS7,MANSC4,MANS4_HUMAN,none,none,Y
A6NHT5,HMX3,HMX3_HUMAN,NKX-5.1,none,Y
A6NHT5,HMX3,HMX3_HUMAN,NKX5-1,none,Y
A6NHX0,CASTOR2,CAST2_HUMAN,GATSL1,none,Y
A6NHX0,CASTOR2,CAST2_HUMAN,GATSL2,none,Y
A6NHY2,ANKDD1B,AKD1B_HUMAN,none,none,Y
A6NHY6,C9orf118,CI118_HUMAN,none,none,Y
A6NHZ5,LRRC14B,LR14B_HUMAN,none,none,Y
A6NI03,TRIM64B,TR64B_HUMAN,none,none,Y
A6NI15,MSGN1,MSGN1_HUMAN,none,none,Y
A6NI28,ARHGAP42,RHG42_HUMAN,TMEM133,none,Y
A6NI28,ARHGAP42,RHG42_HUMAN,GRAF3,none,Y
A6NI47,POTEM,POTEM_HUMAN,none,none,Y
A6NI56,CCDC154,CC154_HUMAN,C16orf29,none,Y
A6NI61,MYMK,MYMK_HUMAN,TMEM226,none,Y
A6NI61,MYMK,MYMK_HUMAN,TMEM8C,none,Y
A6NI72,NCF1B,NCF1B_HUMAN,SH3PXD1B,none,Y
A6NI73,LILRA5,LIRA5_HUMAN,ILT11,none,Y
A6NI73,LILRA5,LIRA5_HUMAN,LILRB7,none,Y
A6NI73,LILRA5,LIRA5_HUMAN,LIR9,none,Y
A6NI79,CCDC69,CCD69_HUMAN,none,none,Y
A6NI86,GOLGA6L10,GG6LA_HUMAN,GOLGA6L18,none,Y
A6NI87,CBY3,CBY3_HUMAN,none,none,Y
A6NIE6,RRN3P2,RN3P2_HUMAN,none,none,Y
A6NIE9,PRSS29P,PRS29_HUMAN,ISP2,none,Y
A6NIH7,UNC119B,U119B_HUMAN,none,none,Y
A6NIJ5,FAM90A20P,F90AK_HUMAN,FAM90A20,none,Y
A6NIJ9,OR6C70,O6C70_HUMAN,none,none,Y
A6NIK2,LRRC10B,LR10B_HUMAN,none,none,Y
A6NIL9,CRYM-AS1,CRAS1_HUMAN,NCRNA00169,none,Y
A6NIM6,SLC15A5,S15A5_HUMAN,none,none,Y
A6NIN4,RNF227,RN227_HUMAN,LINC02581,none,Y
A6NIR3,AGAP5,AGAP5_HUMAN,CTGLF2,none,Y
A6NIU2,LINC01549,CU037_HUMAN,C21orf37,none,Y
A6NIV6,LRRIQ4,LRIQ4_HUMAN,LRRC64,none,Y
A6NIX2,WTIP,WTIP_HUMAN,none,none,Y
A6NIY4,SPDYE5,SPDE5_HUMAN,none,none,Y
A6NJ08,MBD3L5,MB3L5_HUMAN,none,none,Y
A6NJ46,NKX6-3,NKX63_HUMAN,none,none,Y
A6NJ64,NPIPB2,NPIB2_HUMAN,none,none,Y
A6NJ69,IGIP,IGIP_HUMAN,C5orf53,none,Y
A6NJ78,METTL15,MET15_HUMAN,METT5D1,none,Y
A6NJ88,SAGE2P,SGE2P_HUMAN,none,none,Y
A6NJB7,PRR19,PRR19_HUMAN,none,none,Y
A6NJG2,SOWAHD,SWAHD_HUMAN,ANKRD58,none,Y
A6NJG6,ARGFX,ARGFX_HUMAN,none,none,Y
A6NJI1,C11orf86,CK086_HUMAN,none,none,Y
A6NJI9,LRRC72,LRC72_HUMAN,none,none,Y
A6NJJ6,C19orf67,CS067_HUMAN,none,none,Y
A6NJL1,ZSCAN5B,ZSA5B_HUMAN,none,none,Y
A6NJQ4,FAM90A8P,F90A8_HUMAN,FAM90A8,none,Y
A6NJT0,UNCX,UNC4_HUMAN,UNCX4.1,none,Y
A6NJU9,NPIPB13,NPB13_HUMAN,none,none,Y
A6NJV1,FAM166C,F166C_HUMAN,C2orf70,none,Y
A6NJW4,LRRC3C,LRR3C_HUMAN,none,none,Y
A6NJW9,CD8B2,CD8B2_HUMAN,CD8BP,none,Y
A6NJY1,SLC9B1P1,SL9P1_HUMAN,none,none,Y
A6NJZ3,OR6C65,O6C65_HUMAN,none,none,Y
